dialogue_id,turn_id,speaker,text,emotion,emotion_ring,scenario,sarcasm_flag,emotion_cause,sentiment_polarity,utterance_word_count,inter_annotator_agreement,confidence_score,topic,emotion_shift,input_ids,attention_mask,split
D0085,2,Resident_2,We submitted over four hundred formal objections and not one was addressed in the council meeting. 🧨,rage,intense,community,False,community voice systematically and completely ignored,negative,17,0.93,0.8,aggressiveness_rights,False,"[101, 2057, 7864, 2058, 2176, 3634, 5337, 17304, 1998, 2025, 2028, 2001, 8280, 1999, 1996, 2473, 3116, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0085,3,Resident_1,I am going to the council offices tomorrow and I am not leaving without a formal written response. 🥊,aggressiveness,dyadic,community,False,confrontational approach planned in response,negative,19,0.73,0.6,aggressiveness_rights,True,"[101, 1045, 2572, 2183, 2000, 1996, 2473, 4822, 4826, 1998, 1045, 2572, 2025, 2975, 2302, 1037, 5337, 2517, 3433, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0085,4,Resident_2,I will be there with you. We bring the full petition and we bring cameras for documentation. 🥊,aggressiveness,dyadic,community,False,coordinated confrontational action planned together,negative,18,0.73,0.61,aggressiveness_rights,False,"[101, 1045, 2097, 2022, 2045, 2007, 2017, 1012, 2057, 3288, 1996, 2440, 9964, 1998, 2057, 3288, 8629, 2005, 12653, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",test
D0085,5,Resident_1,They are counting on us writing polite letters and going home — we stop doing what they expect. 🛡️,vigilance,intense,community,False,identifying and actively disrupting compliance pattern,positive,19,0.82,0.79,aggressiveness_rights,True,"[101, 2027, 2024, 10320, 2006, 2149, 3015, 13205, 4144, 1998, 2183, 2188, 1517, 2057, 2644, 2725, 2054, 2027, 5987, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0085,6,Resident_2,The local newspaper has already asked for a statement — this needs to go fully public.,anticipation,primary,community,False,media strategy as escalation tool,positive,16,0.83,0.69,aggressiveness_rights,True,"[101, 1996, 2334, 3780, 2038, 2525, 2356, 2005, 1037, 4861, 1517, 2023, 3791, 2000, 2175, 3929, 2270, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0085,7,Resident_1,I am not backing down on this one — not this time and not on this specific space. 🥊,aggressiveness,dyadic,community,False,firm commitment to sustained aggressive advocacy,negative,19,0.73,0.65,aggressiveness_rights,True,"[101, 1045, 2572, 2025, 5150, 2091, 2006, 2023, 2028, 1517, 2025, 2023, 2051, 1998, 2025, 2006, 2023, 3563, 2686, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0086,1,Resident_A,The elderly man at the end of the road has no family nearby and I have been worried.,sadness,primary,community,False,concern for isolated elderly neighbour,negative,18,0.9,0.87,elder_care,False,"[101, 1996, 9750, 2158, 2012, 1996, 2203, 1997, 1996, 2346, 2038, 2053, 2155, 3518, 1998, 1045, 2031, 2042, 5191, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0086,2,Resident_B,I have noticed his curtains stay closed much later than they used to on some days. 🧐,interest,mild,community,False,subtle sign of possible deterioration noticed,positive,17,0.72,0.71,elder_care,True,"[101, 1045, 2031, 4384, 2010, 14694, 2994, 2701, 2172, 2101, 2084, 2027, 2109, 2000, 2006, 2070, 2420, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",test
D0086,3,Resident_A,I started leaving his shopping on his doorstep when I do my own every Thursday. 🥰,love,dyadic,community,False,quiet practical care extended without being asked,positive,16,0.83,0.75,elder_care,True,"[101, 1045, 2318, 2975, 2010, 6023, 2006, 2010, 26581, 2043, 1045, 2079, 2026, 2219, 2296, 9432, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0086,4,Resident_B,He must appreciate that gesture enormously even if he cannot easily express it. 🌟,admiration,intense,community,False,quiet care recognised as meaningful,positive,14,0.92,0.81,elder_care,True,"[101, 2002, 2442, 9120, 2008, 9218, 8216, 2135, 2130, 2065, 2002, 3685, 4089, 4671, 2009, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0086,5,Resident_A,He left a handwritten note yesterday saying I remind him of his daughter who lives abroad. 💖,love,dyadic,community,False,profound emotional impact of simple gesture,positive,17,0.83,0.73,elder_care,True,"[101, 2002, 2187, 1037, 2192, 15773, 3602, 7483, 3038, 1045, 10825, 2032, 1997, 2010, 2684, 2040, 3268, 6917, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0086,6,Resident_B,That is one of the genuinely nicest things I have heard anyone say in a very long time. 😄,joy,primary,community,False,warmth at hearing story of connection,positive,19,0.9,0.84,elder_care,True,"[101, 2008, 2003, 2028, 1997, 1996, 15958, 3835, 3367, 2477, 1045, 2031, 2657, 3087, 2360, 1999, 1037, 2200, 2146, 2051, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0086,7,Resident_A,I should have done it years ago — he has been alone on that street for a long time.,remorse,dyadic,community,False,regret over delayed action,negative,19,0.82,0.76,elder_care,True,"[101, 1045, 2323, 2031, 2589, 2009, 2086, 3283, 1517, 2002, 2038, 2042, 2894, 2006, 2008, 2395, 2005, 1037, 2146, 2051, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0086,8,Resident_B,You are doing it now and that is what matters to him on each Thursday.,acceptance,mild,community,False,present action more important than past delay,positive,15,0.8,0.73,elder_care,True,"[101, 2017, 2024, 2725, 2009, 2085, 1998, 2008, 2003, 2054, 5609, 2000, 2032, 2006, 2169, 9432, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",test
D0087,1,Volunteer_1,Seven hundred people showed up to rebuild the community hall in a single weekend.,amazement,intense,community,False,extraordinary scale of spontaneous collective action,positive,14,0.85,0.78,awe_community,False,"[101, 2698, 3634, 2111, 3662, 2039, 2000, 14591, 1996, 2451, 2534, 1999, 1037, 2309, 5353, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0087,2,Volunteer_2,People were arriving before six in the morning with tools and food and no prior coordination. 🌠,awe,dyadic,community,False,self-organising community action producing wonder,positive,17,0.7,0.66,awe_community,True,"[101, 2111, 2020, 7194, 2077, 2416, 1999, 1996, 2851, 2007, 5906, 1998, 2833, 1998, 2053, 3188, 12016, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0087,3,Volunteer_1,I have lived here twenty years and I did not know this capacity existed in this neighbourhood.,awe,dyadic,community,False,latent community strength suddenly revealed,positive,17,0.7,0.56,awe_community,False,"[101, 1045, 2031, 2973, 2182, 3174, 2086, 1998, 1045, 2106, 2025, 2113, 2023, 3977, 5839, 1999, 2023, 10971, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",test
D0087,4,Volunteer_2,By Sunday afternoon the roof was completely done and the kitchen was already functioning.,amazement,intense,community,False,speed and effectiveness of collective effort,positive,14,0.85,0.79,awe_community,True,"[101, 2011, 4465, 5027, 1996, 4412, 2001, 3294, 2589, 1998, 1996, 3829, 2001, 2525, 12285, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",test
D0087,5,Volunteer_1,Someone brought a generator and someone else brought a sound system and it just happened. 🌌,awe,dyadic,community,False,collective self-organisation producing awe,positive,16,0.7,0.56,awe_community,True,"[101, 2619, 2716, 1037, 13103, 1998, 2619, 2842, 2716, 1037, 2614, 2291, 1998, 2009, 2074, 3047, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0087,6,Volunteer_2,I felt genuinely proud to live here in a way I have not felt for quite a long time. 🙌,joy,primary,community,False,belonging and civic pride renewed by event,positive,20,0.9,0.79,awe_community,True,"[101, 1045, 2371, 15958, 7098, 2000, 2444, 2182, 1999, 1037, 2126, 1045, 2031, 2025, 2371, 2005, 3243, 1037, 2146, 2051, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0087,7,Volunteer_1,That weekend changed something about how I understand what this place actually is. 🙌,awe,dyadic,community,False,community's character fundamentally and positively reappraised,positive,14,0.7,0.59,awe_community,True,"[101, 2008, 5353, 2904, 2242, 2055, 2129, 1045, 3305, 2054, 2023, 2173, 2941, 2003, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",val
D0088,1,Traveller_1,We turned a corner in Iceland and the Northern Lights were simply there with no warning at all. 🙌,awe,dyadic,travel,False,unexpected encounter with Northern Lights,positive,19,0.7,0.7,awe_landscape,False,"[101, 2057, 2357, 1037, 3420, 1999, 10399, 1998, 1996, 2642, 4597, 2020, 3432, 2045, 2007, 2053, 5432, 2012, 2035, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0088,2,Traveller_2,What does it actually look like standing underneath them — photographs make it seem unreal. 💡,interest,mild,travel,False,curiosity about direct unmediated experience,positive,16,0.72,0.7,awe_landscape,True,"[101, 2054, 2515, 2009, 2941, 2298, 2066, 3061, 7650, 2068, 1517, 7008, 2191, 2009, 4025, 4895, 22852, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0088,3,Traveller_1,It looks like someone drew directly onto the sky in moving light — photographs are simply not wrong. 🌠,awe,dyadic,travel,False,phenomenon described as beautiful impossibility,positive,19,0.7,0.64,awe_landscape,True,"[101, 2009, 3504, 2066, 2619, 3881, 3495, 3031, 1996, 3712, 1999, 3048, 2422, 1517, 7008, 2024, 3432, 2025, 3308, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0088,4,Traveller_2,Did it make any sound or was it only light with no accompanying sound at all. 🧐,interest,mild,travel,False,seeking specific sensory detail,positive,17,0.72,0.63,awe_landscape,True,"[101, 2106, 2009, 2191, 2151, 2614, 2030, 2001, 2009, 2069, 2422, 2007, 2053, 10860, 2614, 2012, 2035, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0088,5,Traveller_1,Complete and total silence underneath them — which somehow made it more overwhelming not less. 🌌,awe,dyadic,travel,False,silence amplifying rather than diminishing visual wonder,positive,16,0.7,0.59,awe_landscape,True,"[101, 3143, 1998, 2561, 4223, 7650, 2068, 1517, 2029, 5064, 2081, 2009, 2062, 10827, 2025, 2625, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0088,6,Traveller_2,I sat down directly on the snow because my legs stopped working reliably.,amazement,intense,travel,False,physical response to overwhelming stimulus,positive,13,0.85,0.7,awe_landscape,True,"[101, 1045, 2938, 2091, 3495, 2006, 1996, 4586, 2138, 2026, 3456, 3030, 2551, 2128, 6632, 6321, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0088,7,Traveller_1,I cried and could not tell you exactly why — it was not sad in any conventional sense. 🏙️,awe,dyadic,travel,False,emotion too large for ordinary categorical labels,positive,19,0.7,0.64,awe_landscape,True,"[101, 1045, 6639, 1998, 2071, 2025, 2425, 2017, 3599, 2339, 1517, 2009, 2001, 2025, 6517, 1999, 2151, 7511, 3168, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
